id_pedido,cliente,produto,valor,data_pedido
10553,Cliente 477,Tênis,450.63,2024-03-24
10094,Cliente 476,Boné,237.95,2024-04-14
11178,Cliente 368,Tênis,368.52,2024-03-06
10245,Cliente 413,Jaqueta,494.77,2024-06-01
10945,Cliente 156,Meia,131.22,2024-05-18
10775,Cliente 485,Jaqueta,80.8,2024-07-27
10426,Cliente 499,Meia,269.48,2024-04-19
10149,Cliente 319,Tênis,245.34,2024-04-11
10226,Cliente 281,Tênis,62.4,2024-06-29
10865,Cliente 440,Jaqueta,366.48,2024-05-15
10967,Cliente 494,Jaqueta,134.22,2024-05-24
10900,Cliente 70,Meia,358.05,2024-02-28
10699,Cliente 400,Mochila,355.85,2024-07-05
10601,Cliente 320,Mochila,434.36,2024-05-08
11058,Cliente 456,Jaqueta,345.73,2024-05-23
10217,Cliente 181,Camiseta,302.71,2024-04-01
10817,Cliente 494,Boné,309.22,2024-03-21
10220,Cliente 183,Boné,95.03,2024-06-14
10213,Cliente 375,Mochila,128.11,2024-04-09
11159,Cliente 385,Jaqueta,331.48,2024-01-19
10907,Cliente 256,Boné,214.73,2024-04-10
10394,Cliente 490,Mochila,470.32,2024-05-30
10367,Cliente 20,Jaqueta,267.32,2024-07-27
10924,Cliente 215,Mochila,32.24,2024-05-12
10012,Cliente 271,Tênis,210.93,2024-05-09
11152,Cliente 391,Camiseta,137.1,2024-04-07
10234,Cliente 210,Mochila,422.6,2024-02-02
10695,Cliente 457,Jaqueta,116.29,2024-07-02
11084,Cliente 189,Tênis,74.13,2024-02-29
11170,Cliente 186,Meia,74.19,2024-04-18
11105,Cliente 357,Jaqueta,161.78,2024-01-04
10063,Cliente 373,Tênis,224.2,2024-07-08
10734,Cliente 463,Boné,60.08,2024-06-15
11023,Cliente 362,Meia,426.14,2024-06-17
10964,Cliente 199,Mochila,317.05,2024-05-26
10607,Cliente 5,Boné,270.68,2024-03-24
10013,Cliente 260,Mochila,189.23,2024-04-01
10839,Cliente 465,Meia,99.44,2024-05-07
10435,Cliente 160,Meia,180.14,2024-07-27
10017,Cliente 227,Meia,124.89,2024-02-10
10764,Cliente 195,Jaqueta,218.51,2024-03-21
10348,Cliente 322,Jaqueta,349.05,2024-05-28
10207,Cliente 373,Jaqueta,45.22,2024-07-28
10341,Cliente 53,Tênis,323.54,2024-02-06
10344,Cliente 228,Meia,77.46,2024-04-28
11118,Cliente 218,Jaqueta,82.6,2024-04-28
11146,Cliente 31,Tênis,50.1,2024-05-30
10551,Cliente 476,Meia,260.96,2024-05-03
10598,Cliente 158,Jaqueta,146.11,2024-01-31
10032,Cliente 380,Boné,466.64,2024-06-17
10372,Cliente 419,Camiseta,210.07,2024-05-08
10657,Cliente 464,Jaqueta,105.94,2024-04-29
10172,Cliente 77,Meia,73.88,2024-01-06
11086,Cliente 385,Camiseta,467.84,2024-03-30
10408,Cliente 56,Jaqueta,294.66,2024-05-28
11050,Cliente 77,Jaqueta,365.91,2024-03-27
11190,Cliente 313,Camiseta,499.62,2024-05-28
10200,Cliente 423,Jaqueta,114.83,2024-02-22
10860,Cliente 185,Mochila,467.28,2024-06-01
11164,Cliente 331,Mochila,280.58,2024-02-23
11147,Cliente 400,Meia,67.18,2024-04-19
11174,Cliente 406,Tênis,227.8,2024-07-13
10489,Cliente 373,Jaqueta,244.57,2024-02-29
11172,Cliente 213,Boné,330.1,2024-04-19
10212,Cliente 266,Jaqueta,493.33,2024-01-12
10133,Cliente 419,Tênis,152.99,2024-03-17
10060,Cliente 425,Boné,101.25,2024-07-04
10690,Cliente 162,Mochila,309.95,2024-03-05
10026,Cliente 148,Meia,426.71,2024-01-03
10100,Cliente 82,Boné,256.62,2024-04-10
10974,Cliente 95,Meia,243.1,2024-04-28
10776,Cliente 463,Camiseta,89.52,2024-03-29
10788,Cliente 462,Mochila,467.58,2024-02-21
10520,Cliente 184,Boné,326.07,2024-04-11
10363,Cliente 285,Tênis,97.11,2024-05-09
10309,Cliente 181,Jaqueta,389.6,2024-03-14
10795,Cliente 467,Jaqueta,463.65,2024-01-17
10828,Cliente 248,Tênis,134.47,2024-04-18
10544,Cliente 327,Jaqueta,295.67,2024-01-16
10939,Cliente 273,Mochila,334.67,2024-05-09
10441,Cliente 105,Meia,163.95,2024-03-20
10647,Cliente 90,Meia,336.71,2024-06-07
11003,Cliente 108,Tênis,104.86,2024-02-23
10476,Cliente 34,Jaqueta,219.01,2024-04-08
11046,Cliente 118,Jaqueta,176.59,2024-04-09
10062,Cliente 437,Meia,295.82,2024-03-02
10483,Cliente 425,Camiseta,71.61,2024-02-21
11026,Cliente 465,Jaqueta,206.87,2024-06-10
10052,Cliente 207,Tênis,156.96,2024-02-20
10242,Cliente 220,Mochila,403.8,2024-07-13
10035,Cliente 22,Mochila,391.84,2024-02-12
10738,Cliente 196,Meia,232.62,2024-03-08
10120,Cliente 200,Meia,476.33,2024-05-15
10939,Cliente 273,Mochila,334.67,2024-05-09
11019,Cliente 362,Boné,76.11,2024-01-17
10044,Cliente 51,Mochila,159.58,2024-02-16
10836,Cliente 427,Mochila,441.29,2024-06-16
10076,Cliente 444,Jaqueta,466.81,2024-05-21
10368,Cliente 168,Camiseta,140.27,2024-01-01
10906,Cliente 49,Mochila,140.2,2024-07-26
10267,Cliente 86,Jaqueta,428.3,2024-06-08
10728,Cliente 204,Camiseta,233.41,2024-05-08
10444,Cliente 336,Tênis,153.22,2024-04-11
10503,Cliente 22,Jaqueta,122.72,2024-03-30
11057,Cliente 182,Jaqueta,493.6,2024-05-29
11033,Cliente 430,Mochila,375.39,2024-04-25
10285,Cliente 384,Jaqueta,88.15,2024-01-08
10295,Cliente 359,Meia,184.9,2024-05-13
10625,Cliente 170,Boné,362.05,2024-04-16
10277,Cliente 457,Camiseta,308.2,2024-01-05
11191,Cliente 57,Mochila,367.68,2024-02-19
10484,Cliente 387,Tênis,221.12,2024-06-27
10182,Cliente 363,Boné,48.48,2024-05-25
10970,Cliente 484,Tênis,396.93,2024-01-05
11087,Cliente 62,Camiseta,387.81,2024-04-16
10684,Cliente 498,Meia,195.95,2024-06-29
10751,Cliente 185,Tênis,224.88,2024-06-01
10036,Cliente 104,Meia,73.74,2024-06-26
11180,Cliente 230,Camiseta,260.94,2024-03-25
10002,Cliente 152,Mochila,465.9,2024-05-05
10754,Cliente 173,Jaqueta,291.66,2024-02-08
10508,Cliente 369,Mochila,480.91,2024-04-15
10497,Cliente 134,Camiseta,446.62,2024-07-16
10308,Cliente 305,Jaqueta,122.95,2024-06-14
10141,Cliente 465,Jaqueta,484.02,2024-04-20
10864,Cliente 60,Mochila,363.6,2024-04-02
10183,Cliente 360,Jaqueta,372.29,2024-04-10
10334,Cliente 489,Camiseta,219.91,2024-04-26
11010,Cliente 228,Tênis,243.36,2024-04-28
10912,Cliente 404,Jaqueta,96.31,2024-02-22
10848,Cliente 405,Tênis,485.7,2024-07-09
10511,Cliente 164,Mochila,298.37,2024-07-05
10731,Cliente 400,Mochila,128.33,2024-01-08
10996,Cliente 398,Tênis,470.62,2024-02-03
10887,Cliente 57,Jaqueta,419.63,2024-06-05
10117,Cliente 36,Jaqueta,189.24,2024-05-03
11025,Cliente 97,Boné,395.05,2024-05-12
10113,Cliente 1,Mochila,361.38,2024-01-27
10545,Cliente 90,Meia,79.69,2024-01-10
10165,Cliente 439,Tênis,434.26,2024-07-03
10184,Cliente 231,Mochila,50.19,2024-05-16
10274,Cliente 142,Camiseta,50.99,2024-07-03
11001,Cliente 482,Mochila,242.01,2024-05-09
10704,Cliente 247,Tênis,310.36,2024-01-13
11024,Cliente 223,Camiseta,56.6,2024-06-25
10383,Cliente 143,Camiseta,289.46,2024-03-28
10561,Cliente 473,Tênis,303.44,2024-06-05
10862,Cliente 209,Boné,415.08,2024-06-16
11044,Cliente 488,Tênis,56.65,2024-05-11
10176,Cliente 197,Jaqueta,167.29,2024-07-13
10379,Cliente 58,Boné,53.84,2024-06-06
10807,Cliente 102,Mochila,499.61,2024-02-08
11016,Cliente 196,Boné,473.56,2024-03-22
10519,Cliente 155,Mochila,447.15,2024-01-04
10830,Cliente 268,Mochila,109.16,2024-06-27
10507,Cliente 273,Camiseta,442.31,2024-05-06
11176,Cliente 253,Jaqueta,233.59,2024-05-10
10413,Cliente 78,Tênis,459.21,2024-04-03
10622,Cliente 467,Boné,246.12,2024-03-08
10872,Cliente 152,Mochila,143.31,2024-04-17
10858,Cliente 213,Camiseta,335.78,2024-02-23
10641,Cliente 261,Camiseta,444.48,2024-07-11
10258,Cliente 99,Tênis,183.54,2024-03-10
10834,Cliente 481,Mochila,405.12,2024-06-21
10662,Cliente 444,Tênis,196.62,2024-06-17
10337,Cliente 498,Tênis,338.85,2024-06-18
10398,Cliente 69,Meia,227.19,2024-04-14
10605,Cliente 181,Boné,35.61,2024-03-15
10480,Cliente 1,Jaqueta,88.37,2024-07-28
11143,Cliente 142,Boné,77.57,2024-06-20
10917,Cliente 291,Boné,401.16,2024-06-24
11017,Cliente 57,Tênis,230.49,2024-07-27
10875,Cliente 33,Meia,105.26,2024-01-24
10659,Cliente 209,Tênis,446.99,2024-01-16
11021,Cliente 284,Boné,368.94,2024-01-31
10789,Cliente 460,Jaqueta,100.04,2024-03-29
10256,Cliente 163,Camiseta,274.98,2024-04-28
10968,Cliente 32,Meia,83.44,2024-03-09
10952,Cliente 30,Meia,239.53,2024-02-17
